user_id,incentive_type,incentive_cost,estimated_revenue_30d
5105,referral_bonus,12.0,0.6
5108,affiliate_reward,10.0,0.82
5109,welcome_bonus,8.0,0.78
5114,welcome_bonus,8.0,0.42
5120,affiliate_reward,10.0,0.92
5124,referral_bonus,12.0,1.29
5128,referral_bonus,12.0,0.37
5129,cashback,5.0,1.55
5130,welcome_bonus,8.0,0.48
5131,welcome_bonus,8.0,0.33
5132,cashback,5.0,0.29
5137,welcome_bonus,8.0,0.51
5138,cashback,5.0,0.68
5140,welcome_bonus,8.0,0.4
5142,affiliate_reward,10.0,0.4
5144,affiliate_reward,10.0,1.13
5145,referral_bonus,12.0,0.54
5146,referral_bonus,12.0,0.39
5147,referral_bonus,12.0,0.45
5148,welcome_bonus,8.0,0.55
5150,welcome_bonus,8.0,0.47
5155,welcome_bonus,8.0,3.02
5160,referral_bonus,12.0,0.88
5162,referral_bonus,12.0,1.87
5164,cashback,5.0,1.08
5168,welcome_bonus,8.0,1.08
5169,welcome_bonus,8.0,0.36
5172,referral_bonus,12.0,0.4
5173,welcome_bonus,8.0,0.33
5174,cashback,5.0,0.47
5175,cashback,5.0,1.44
5176,cashback,5.0,1.74
5177,referral_bonus,12.0,0.76
5178,cashback,5.0,4.21
5182,cashback,5.0,1.24
5183,welcome_bonus,8.0,0.5
5184,affiliate_reward,10.0,0.28
5189,welcome_bonus,8.0,0.31
5191,welcome_bonus,8.0,0.59
5193,referral_bonus,12.0,0.95
5194,referral_bonus,12.0,0.72
5197,welcome_bonus,8.0,0.4
5201,referral_bonus,12.0,1.29
5202,cashback,5.0,0.78
5203,affiliate_reward,10.0,0.62
5206,welcome_bonus,8.0,0.72
5209,welcome_bonus,8.0,1.37
5210,welcome_bonus,8.0,0.22
5212,cashback,5.0,1.83
5213,welcome_bonus,8.0,0.76
5214,welcome_bonus,8.0,1.59
5215,referral_bonus,12.0,1.28
5216,welcome_bonus,8.0,0.72
5221,welcome_bonus,8.0,1.62
5222,referral_bonus,12.0,1.53
5225,welcome_bonus,8.0,0.0
5226,welcome_bonus,8.0,0.24
5227,cashback,5.0,0.22
5228,welcome_bonus,8.0,0.58
5230,cashback,5.0,2.63
5231,referral_bonus,12.0,0.83
5232,welcome_bonus,8.0,0.77
5234,welcome_bonus,8.0,0.47
5237,affiliate_reward,10.0,0.18
5243,cashback,5.0,0.37
5244,referral_bonus,12.0,0.61
5247,cashback,5.0,0.61
5250,welcome_bonus,8.0,0.77
5251,affiliate_reward,10.0,0.76
5252,cashback,5.0,0.77
5254,welcome_bonus,8.0,0.5
5255,welcome_bonus,8.0,0.87
5257,affiliate_reward,10.0,2.16
5259,welcome_bonus,8.0,0.23
5260,referral_bonus,12.0,1.8
5261,cashback,5.0,0.31
5262,cashback,5.0,1.18
5265,welcome_bonus,8.0,1.28
5268,referral_bonus,12.0,1.7
5269,welcome_bonus,8.0,0.42
5271,welcome_bonus,8.0,0.09
5272,referral_bonus,12.0,0.42
5274,welcome_bonus,8.0,0.51
5276,welcome_bonus,8.0,0.0
5279,welcome_bonus,8.0,0.4
5281,welcome_bonus,8.0,1.25
5283,referral_bonus,12.0,0.39
5286,welcome_bonus,8.0,0.36
5292,welcome_bonus,8.0,0.99
5295,affiliate_reward,10.0,0.85
5297,welcome_bonus,8.0,0.34
5299,referral_bonus,12.0,1.66
5301,affiliate_reward,10.0,0.13
5303,welcome_bonus,8.0,0.49
5304,welcome_bonus,8.0,0.22
5305,cashback,5.0,0.61
5307,referral_bonus,12.0,0.73
5308,referral_bonus,12.0,2.57
5312,referral_bonus,12.0,0.98
5314,welcome_bonus,8.0,0.0
5316,affiliate_reward,10.0,0.3
5318,cashback,5.0,0.75
5319,affiliate_reward,10.0,0.24
5322,referral_bonus,12.0,2.24
5327,welcome_bonus,8.0,0.52
5328,welcome_bonus,8.0,0.55
5330,referral_bonus,12.0,0.56
5331,cashback,5.0,1.46
5333,cashback,5.0,0.7
5334,referral_bonus,12.0,0.55
5335,cashback,5.0,0.85
5338,referral_bonus,12.0,0.23
5339,referral_bonus,12.0,0.0
5340,welcome_bonus,8.0,1.59
5341,referral_bonus,12.0,1.99
5346,cashback,5.0,0.39
5347,referral_bonus,12.0,1.12
5348,affiliate_reward,10.0,0.43
5352,cashback,5.0,0.87
5356,welcome_bonus,8.0,0.52
5360,referral_bonus,12.0,2.67
5362,welcome_bonus,8.0,0.48
5364,welcome_bonus,8.0,0.5
5365,referral_bonus,12.0,1.45
5366,cashback,5.0,1.34
5367,welcome_bonus,8.0,0.25
5368,welcome_bonus,8.0,0.03
5371,welcome_bonus,8.0,0.29
5374,referral_bonus,12.0,1.33
5378,referral_bonus,12.0,0.57
5380,referral_bonus,12.0,0.74
5382,referral_bonus,12.0,0.0
5383,referral_bonus,12.0,0.62
5384,referral_bonus,12.0,0.4
5389,cashback,5.0,1.56
5392,welcome_bonus,8.0,0.42
5394,affiliate_reward,10.0,0.42
5402,referral_bonus,12.0,1.36
5406,welcome_bonus,8.0,0.72
5408,referral_bonus,12.0,0.74
5415,referral_bonus,12.0,0.15
5421,cashback,5.0,1.96
5422,referral_bonus,12.0,2.03
5423,referral_bonus,12.0,1.94
5424,welcome_bonus,8.0,0.51
5426,welcome_bonus,8.0,0.66
5427,referral_bonus,12.0,0.14
5428,welcome_bonus,8.0,0.62
5429,referral_bonus,12.0,2.5
5433,welcome_bonus,8.0,0.74
5434,cashback,5.0,0.37
5436,cashback,5.0,0.87
5439,welcome_bonus,8.0,0.22
5440,affiliate_reward,10.0,0.28
5441,welcome_bonus,8.0,2.3
5443,welcome_bonus,8.0,0.26
5444,referral_bonus,12.0,1.95
5445,referral_bonus,12.0,0.0
5448,affiliate_reward,10.0,0.48
5450,welcome_bonus,8.0,0.49
5451,welcome_bonus,8.0,1.13
5457,referral_bonus,12.0,1.05
5458,cashback,5.0,0.55
5461,referral_bonus,12.0,0.38
5462,referral_bonus,12.0,0.88
5465,cashback,5.0,1.57
5466,welcome_bonus,8.0,0.49
5467,welcome_bonus,8.0,0.45
5468,referral_bonus,12.0,1.46
5475,referral_bonus,12.0,1.55
5479,referral_bonus,12.0,1.24
5482,welcome_bonus,8.0,1.21
5484,welcome_bonus,8.0,2.35
5487,cashback,5.0,0.34
5488,affiliate_reward,10.0,0.46
5491,cashback,5.0,1.38
5492,welcome_bonus,8.0,0.42
5493,referral_bonus,12.0,0.98
5494,affiliate_reward,10.0,0.55
5495,cashback,5.0,0.0
5496,cashback,5.0,0.82
5497,cashback,5.0,0.42
5498,referral_bonus,12.0,0.32
5499,welcome_bonus,8.0,0.6
5503,welcome_bonus,8.0,1.13
5509,welcome_bonus,8.0,1.82
5510,welcome_bonus,8.0,0.45
5513,referral_bonus,12.0,0.57
5514,referral_bonus,12.0,0.47
5516,welcome_bonus,8.0,0.6
5517,referral_bonus,12.0,1.4
5518,welcome_bonus,8.0,0.42
5520,welcome_bonus,8.0,1.06
5521,welcome_bonus,8.0,0.3
5522,referral_bonus,12.0,0.55
5527,welcome_bonus,8.0,0.67
5528,referral_bonus,12.0,0.49
5529,referral_bonus,12.0,0.59
5534,welcome_bonus,8.0,0.36
5535,referral_bonus,12.0,1.27
5539,welcome_bonus,8.0,0.26
5541,welcome_bonus,8.0,0.39
5543,referral_bonus,12.0,0.69
5544,welcome_bonus,8.0,0.36
5546,welcome_bonus,8.0,0.66
5547,welcome_bonus,8.0,0.26
5548,welcome_bonus,8.0,0.89
5549,referral_bonus,12.0,1.71
5551,cashback,5.0,0.96
5553,referral_bonus,12.0,1.09
5555,referral_bonus,12.0,0.54
5556,welcome_bonus,8.0,0.23
5558,cashback,5.0,0.81
5563,welcome_bonus,8.0,0.59
5565,cashback,5.0,0.44
5567,referral_bonus,12.0,0.31
5568,affiliate_reward,10.0,0.79
5569,referral_bonus,12.0,0.49
5571,referral_bonus,12.0,0.56
5572,referral_bonus,12.0,1.88
5574,cashback,5.0,0.88
5575,cashback,5.0,1.29
5577,welcome_bonus,8.0,0.9
5581,welcome_bonus,8.0,0.34
5582,welcome_bonus,8.0,0.75
5585,affiliate_reward,10.0,0.45
5587,welcome_bonus,8.0,0.06
5588,cashback,5.0,1.06
5589,welcome_bonus,8.0,0.4
5590,referral_bonus,12.0,0.98
5593,cashback,5.0,0.98
5595,welcome_bonus,8.0,0.21
5597,cashback,5.0,1.06
5599,welcome_bonus,8.0,0.22
5602,referral_bonus,12.0,0.69
5603,referral_bonus,12.0,0.47
5606,welcome_bonus,8.0,0.52
5607,welcome_bonus,8.0,0.77
5608,welcome_bonus,8.0,0.29
5613,referral_bonus,12.0,1.64
5614,cashback,5.0,0.46
5617,affiliate_reward,10.0,0.0
5619,referral_bonus,12.0,0.27
5625,referral_bonus,12.0,1.0
5626,welcome_bonus,8.0,0.67
5630,welcome_bonus,8.0,0.35
5631,referral_bonus,12.0,3.01
5633,welcome_bonus,8.0,0.64
5634,cashback,5.0,0.63
5636,cashback,5.0,2.37
5639,welcome_bonus,8.0,0.6
5643,affiliate_reward,10.0,0.76
5644,referral_bonus,12.0,0.69
5646,referral_bonus,12.0,0.33
5647,affiliate_reward,10.0,0.69
5648,welcome_bonus,8.0,0.46
5649,referral_bonus,12.0,1.68
5651,welcome_bonus,8.0,0.64
5652,welcome_bonus,8.0,0.78
5654,cashback,5.0,1.21
5655,welcome_bonus,8.0,0.96
5656,referral_bonus,12.0,1.72
5657,referral_bonus,12.0,1.48
5659,cashback,5.0,2.35
5663,affiliate_reward,10.0,0.04
5664,welcome_bonus,8.0,0.23
5671,referral_bonus,12.0,0.57
5673,referral_bonus,12.0,1.06
5677,referral_bonus,12.0,0.52
5678,affiliate_reward,10.0,0.58
5679,welcome_bonus,8.0,0.28
5684,welcome_bonus,8.0,0.64
5685,cashback,5.0,0.6
5688,referral_bonus,12.0,0.2
5689,cashback,5.0,0.52
5690,affiliate_reward,10.0,1.21
5691,cashback,5.0,1.74
5692,referral_bonus,12.0,1.04
5697,affiliate_reward,10.0,0.15
5698,referral_bonus,12.0,1.9
5699,cashback,5.0,0.38
5700,welcome_bonus,8.0,0.65
5706,referral_bonus,12.0,1.6
5710,cashback,5.0,0.38
5712,cashback,5.0,0.64
5713,welcome_bonus,8.0,0.64
5717,welcome_bonus,8.0,0.64
5718,welcome_bonus,8.0,0.51
5720,referral_bonus,12.0,0.86
5721,cashback,5.0,1.92
5725,welcome_bonus,8.0,0.29
5728,cashback,5.0,1.29
5729,cashback,5.0,1.97
5737,cashback,5.0,0.19
5738,welcome_bonus,8.0,1.13
5742,welcome_bonus,8.0,0.84
5743,referral_bonus,12.0,2.04
5745,welcome_bonus,8.0,0.39
5747,cashback,5.0,0.4
5748,referral_bonus,12.0,1.55
5749,affiliate_reward,10.0,0.64
5753,cashback,5.0,0.42
5754,cashback,5.0,0.72
5757,welcome_bonus,8.0,0.25
5759,welcome_bonus,8.0,0.28
5760,referral_bonus,12.0,1.24
5762,referral_bonus,12.0,1.33
5767,referral_bonus,12.0,2.2
5768,affiliate_reward,10.0,0.21
5772,referral_bonus,12.0,0.61
5774,referral_bonus,12.0,1.7
5775,cashback,5.0,3.7
5778,referral_bonus,12.0,0.27
5779,welcome_bonus,8.0,0.42
5780,welcome_bonus,8.0,0.39
5784,referral_bonus,12.0,1.39
5788,referral_bonus,12.0,0.75
5789,referral_bonus,12.0,0.43
5790,welcome_bonus,8.0,0.75
5792,cashback,5.0,2.51
5793,welcome_bonus,8.0,1.27
5796,welcome_bonus,8.0,0.29
5797,referral_bonus,12.0,0.34
5801,referral_bonus,12.0,0.54
5802,referral_bonus,12.0,1.12
5804,cashback,5.0,0.94
5806,referral_bonus,12.0,1.57
5808,referral_bonus,12.0,0.62
5809,affiliate_reward,10.0,0.55
5810,welcome_bonus,8.0,0.4
5811,referral_bonus,12.0,1.43
5812,welcome_bonus,8.0,0.42
5813,welcome_bonus,8.0,0.17
5816,referral_bonus,12.0,1.1
5817,referral_bonus,12.0,0.85
5820,referral_bonus,12.0,0.9
5821,affiliate_reward,10.0,0.37
5826,referral_bonus,12.0,0.29
5828,referral_bonus,12.0,0.83
5830,affiliate_reward,10.0,0.29
5833,welcome_bonus,8.0,1.01
5835,referral_bonus,12.0,0.53
5836,welcome_bonus,8.0,0.97
5837,welcome_bonus,8.0,0.03
5839,referral_bonus,12.0,0.39
5841,referral_bonus,12.0,2.79
5843,referral_bonus,12.0,0.43
5845,affiliate_reward,10.0,0.68
5849,referral_bonus,12.0,0.49
5850,welcome_bonus,8.0,0.19
5851,welcome_bonus,8.0,0.36
5853,referral_bonus,12.0,0.84
5856,referral_bonus,12.0,0.57
5860,welcome_bonus,8.0,1.23
5862,cashback,5.0,3.05
5864,welcome_bonus,8.0,1.18
5867,cashback,5.0,1.6
5869,welcome_bonus,8.0,0.8
5870,welcome_bonus,8.0,0.65
5874,cashback,5.0,1.77
5875,welcome_bonus,8.0,0.35
5877,referral_bonus,12.0,2.52
5878,welcome_bonus,8.0,0.4
5882,referral_bonus,12.0,2.25
5883,welcome_bonus,8.0,0.86
5886,welcome_bonus,8.0,0.6
5887,referral_bonus,12.0,0.29
5889,referral_bonus,12.0,0.0
5890,welcome_bonus,8.0,0.55
5891,referral_bonus,12.0,0.69
5892,cashback,5.0,0.29
5894,welcome_bonus,8.0,3.37
5895,referral_bonus,12.0,1.36
5898,welcome_bonus,8.0,0.57
5899,referral_bonus,12.0,0.1
5901,cashback,5.0,1.14
5903,referral_bonus,12.0,1.3
5904,referral_bonus,12.0,0.58
5909,cashback,5.0,0.47
5911,welcome_bonus,8.0,0.71
5912,cashback,5.0,0.73
5916,referral_bonus,12.0,0.44
5920,affiliate_reward,10.0,0.96
5921,cashback,5.0,0.58
5927,referral_bonus,12.0,0.03
5930,welcome_bonus,8.0,0.33
5933,welcome_bonus,8.0,0.18
5934,welcome_bonus,8.0,0.22
5935,affiliate_reward,10.0,0.42
5941,welcome_bonus,8.0,0.31
5942,cashback,5.0,0.53
5948,cashback,5.0,0.34
5949,referral_bonus,12.0,0.96
5950,welcome_bonus,8.0,1.64
5951,referral_bonus,12.0,1.1
5952,referral_bonus,12.0,0.63
5953,referral_bonus,12.0,0.76
5954,referral_bonus,12.0,0.66
5959,welcome_bonus,8.0,0.36
5960,welcome_bonus,8.0,0.46
5963,welcome_bonus,8.0,0.47
5965,referral_bonus,12.0,0.16
5966,welcome_bonus,8.0,0.76
5970,cashback,5.0,0.59
5971,referral_bonus,12.0,0.7
5972,welcome_bonus,8.0,0.5
5973,referral_bonus,12.0,0.43
5975,cashback,5.0,1.51
5976,welcome_bonus,8.0,0.51
5979,cashback,5.0,1.57
5983,welcome_bonus,8.0,0.61
5985,welcome_bonus,8.0,0.5
5989,cashback,5.0,2.32
5990,welcome_bonus,8.0,0.78
5991,cashback,5.0,1.46
5996,cashback,5.0,0.59
5998,cashback,5.0,0.27
5999,welcome_bonus,8.0,0.41
6000,referral_bonus,12.0,0.39
6001,referral_bonus,12.0,1.28
6003,referral_bonus,12.0,1.29
6004,welcome_bonus,8.0,0.99
6006,referral_bonus,12.0,0.84
6007,referral_bonus,12.0,1.32
6008,referral_bonus,12.0,0.95
6009,referral_bonus,12.0,1.34
6015,welcome_bonus,8.0,0.63
6018,cashback,5.0,0.57
6021,welcome_bonus,8.0,0.63
6022,welcome_bonus,8.0,0.61
6023,referral_bonus,12.0,0.57
6024,welcome_bonus,8.0,0.67
6027,referral_bonus,12.0,0.35
6028,cashback,5.0,0.68
6031,referral_bonus,12.0,1.68
6032,referral_bonus,12.0,0.5
6033,referral_bonus,12.0,0.65
6034,affiliate_reward,10.0,1.23
6040,welcome_bonus,8.0,0.0
6042,referral_bonus,12.0,0.57
6044,referral_bonus,12.0,0.64
6049,referral_bonus,12.0,1.97
6053,referral_bonus,12.0,0.38
6057,welcome_bonus,8.0,0.61
6058,referral_bonus,12.0,3.6
6060,referral_bonus,12.0,1.33
6064,welcome_bonus,8.0,0.83
6067,referral_bonus,12.0,0.49
6068,referral_bonus,12.0,3.14
6071,affiliate_reward,10.0,1.35
6072,welcome_bonus,8.0,0.61
6074,cashback,5.0,0.45
6075,cashback,5.0,0.48
6078,welcome_bonus,8.0,0.56
6079,welcome_bonus,8.0,0.69
6080,cashback,5.0,2.08
6083,referral_bonus,12.0,1.29
6088,welcome_bonus,8.0,0.0
6089,welcome_bonus,8.0,0.87
6091,welcome_bonus,8.0,0.56
6092,welcome_bonus,8.0,0.74
6094,referral_bonus,12.0,2.19
6095,referral_bonus,12.0,0.08
6098,referral_bonus,12.0,0.0
6100,welcome_bonus,8.0,0.29
6102,cashback,5.0,1.54
6103,welcome_bonus,8.0,1.09
6105,affiliate_reward,10.0,0.78
6106,cashback,5.0,0.35
6107,referral_bonus,12.0,0.6
6110,welcome_bonus,8.0,1.18
6111,referral_bonus,12.0,0.48
6112,welcome_bonus,8.0,0.68
6113,affiliate_reward,10.0,0.43
6114,welcome_bonus,8.0,0.36
6115,referral_bonus,12.0,0.31
6117,welcome_bonus,8.0,0.68
6120,welcome_bonus,8.0,0.69
6125,welcome_bonus,8.0,0.94
6128,affiliate_reward,10.0,0.53
6129,welcome_bonus,8.0,1.09
6130,welcome_bonus,8.0,0.45
6133,cashback,5.0,0.69
6134,referral_bonus,12.0,0.25
6135,welcome_bonus,8.0,0.74
6138,affiliate_reward,10.0,0.55
6140,welcome_bonus,8.0,0.61
6145,welcome_bonus,8.0,0.45
6147,referral_bonus,12.0,0.07
6150,cashback,5.0,0.83
6152,welcome_bonus,8.0,0.6
6155,cashback,5.0,0.68
6156,welcome_bonus,8.0,0.51
6157,cashback,5.0,1.85
6166,referral_bonus,12.0,0.22
6169,referral_bonus,12.0,1.31
6170,welcome_bonus,8.0,0.95
6171,welcome_bonus,8.0,0.77
6173,welcome_bonus,8.0,1.41
6175,referral_bonus,12.0,0.83
6178,affiliate_reward,10.0,0.6
6183,referral_bonus,12.0,0.47
6186,welcome_bonus,8.0,0.65
6188,welcome_bonus,8.0,1.43
6189,welcome_bonus,8.0,0.0
6190,welcome_bonus,8.0,0.0
6191,welcome_bonus,8.0,0.12
6193,cashback,5.0,0.64
6195,cashback,5.0,1.48
6196,referral_bonus,12.0,0.86
6197,welcome_bonus,8.0,0.2
6199,cashback,5.0,0.86
6200,welcome_bonus,8.0,0.39
6201,referral_bonus,12.0,0.68
6203,referral_bonus,12.0,0.44
6204,referral_bonus,12.0,0.95
6205,cashback,5.0,0.78
6212,welcome_bonus,8.0,0.28
6213,referral_bonus,12.0,0.14
6214,welcome_bonus,8.0,0.79
6216,referral_bonus,12.0,0.65
6218,welcome_bonus,8.0,1.88
6219,referral_bonus,12.0,0.89
6220,affiliate_reward,10.0,0.77
6222,referral_bonus,12.0,0.2
6223,welcome_bonus,8.0,0.14
6230,referral_bonus,12.0,0.27
6231,referral_bonus,12.0,0.92
6232,referral_bonus,12.0,0.6
6233,welcome_bonus,8.0,1.28
6234,affiliate_reward,10.0,1.14
6240,cashback,5.0,1.44
6241,affiliate_reward,10.0,0.51
6246,affiliate_reward,10.0,0.7
6247,welcome_bonus,8.0,0.21
6249,welcome_bonus,8.0,1.12
6250,cashback,5.0,1.93
6254,welcome_bonus,8.0,0.26
6255,referral_bonus,12.0,0.32
6258,welcome_bonus,8.0,0.38
6259,cashback,5.0,1.04
6264,cashback,5.0,0.76
6266,referral_bonus,12.0,0.59
6268,affiliate_reward,10.0,0.41
6277,welcome_bonus,8.0,2.01
6278,referral_bonus,12.0,0.37
6279,referral_bonus,12.0,0.48
6282,welcome_bonus,8.0,1.24
6283,welcome_bonus,8.0,0.1
6285,referral_bonus,12.0,0.43
6290,referral_bonus,12.0,0.76
6292,referral_bonus,12.0,3.2
6304,cashback,5.0,2.19
6305,affiliate_reward,10.0,0.46
6307,welcome_bonus,8.0,0.32
6310,referral_bonus,12.0,0.07
6311,welcome_bonus,8.0,0.3
6312,referral_bonus,12.0,0.33
6317,referral_bonus,12.0,1.71
6319,cashback,5.0,0.43
6322,referral_bonus,12.0,1.17
6323,cashback,5.0,0.78
6326,referral_bonus,12.0,1.58
6327,welcome_bonus,8.0,0.66
6329,welcome_bonus,8.0,0.8
6330,cashback,5.0,2.29
6331,cashback,5.0,0.23
6332,referral_bonus,12.0,0.52
6333,referral_bonus,12.0,0.37
6334,welcome_bonus,8.0,0.78
6340,welcome_bonus,8.0,0.46
6341,welcome_bonus,8.0,1.21
6342,welcome_bonus,8.0,0.84
6347,welcome_bonus,8.0,0.69
6348,referral_bonus,12.0,2.02
6349,referral_bonus,12.0,0.25
6351,referral_bonus,12.0,0.29
6354,welcome_bonus,8.0,0.21
6355,affiliate_reward,10.0,0.42
6357,welcome_bonus,8.0,0.09
6360,welcome_bonus,8.0,1.03
6362,welcome_bonus,8.0,0.36
6364,welcome_bonus,8.0,0.0
6365,referral_bonus,12.0,1.06
6366,referral_bonus,12.0,0.09
6371,cashback,5.0,0.36
6373,welcome_bonus,8.0,0.02
6375,welcome_bonus,8.0,1.66
6376,referral_bonus,12.0,0.78
6378,welcome_bonus,8.0,0.24
6379,welcome_bonus,8.0,0.47
6382,referral_bonus,12.0,0.88
6384,welcome_bonus,8.0,0.89
6388,welcome_bonus,8.0,0.4
6390,welcome_bonus,8.0,0.26
6394,welcome_bonus,8.0,0.99
6395,welcome_bonus,8.0,0.2
6397,welcome_bonus,8.0,1.08
6399,welcome_bonus,8.0,0.67
6401,referral_bonus,12.0,0.4
6403,cashback,5.0,0.32
6405,referral_bonus,12.0,0.59
6407,cashback,5.0,2.82
6409,referral_bonus,12.0,0.15
6410,cashback,5.0,0.49
6415,welcome_bonus,8.0,0.32
6417,affiliate_reward,10.0,0.47
6419,welcome_bonus,8.0,0.62
6420,cashback,5.0,1.21
6422,referral_bonus,12.0,0.42
6423,referral_bonus,12.0,0.32
6424,welcome_bonus,8.0,0.6
6425,referral_bonus,12.0,0.47
6429,referral_bonus,12.0,0.6
6431,cashback,5.0,0.92
6433,affiliate_reward,10.0,0.96
6440,referral_bonus,12.0,0.6
6442,affiliate_reward,10.0,1.84
6450,welcome_bonus,8.0,0.54
6451,welcome_bonus,8.0,0.93
6456,referral_bonus,12.0,0.82
6457,affiliate_reward,10.0,0.84
6458,referral_bonus,12.0,0.5
6460,welcome_bonus,8.0,1.55
6461,cashback,5.0,1.03
6462,welcome_bonus,8.0,0.67
6463,welcome_bonus,8.0,0.49
6465,welcome_bonus,8.0,1.59
6466,referral_bonus,12.0,0.91
6469,referral_bonus,12.0,1.63
6470,referral_bonus,12.0,1.27
6472,affiliate_reward,10.0,0.74
6474,referral_bonus,12.0,1.47
6477,cashback,5.0,2.26
6478,welcome_bonus,8.0,0.24
6479,referral_bonus,12.0,0.4
6480,welcome_bonus,8.0,0.34
6481,welcome_bonus,8.0,0.18
6484,cashback,5.0,0.43
6485,referral_bonus,12.0,0.93
6486,referral_bonus,12.0,0.49
6487,cashback,5.0,0.74
6488,cashback,5.0,1.24
6491,welcome_bonus,8.0,1.02
6492,referral_bonus,12.0,0.81
6493,affiliate_reward,10.0,0.9
6494,cashback,5.0,1.06
6496,welcome_bonus,8.0,0.82
6498,referral_bonus,12.0,1.67
6500,welcome_bonus,8.0,0.21
6502,referral_bonus,12.0,0.41
6503,welcome_bonus,8.0,1.19
6504,welcome_bonus,8.0,0.68
6506,referral_bonus,12.0,0.62
6507,cashback,5.0,1.62
6509,referral_bonus,12.0,1.57
6510,cashback,5.0,1.73
6513,welcome_bonus,8.0,0.4
6518,cashback,5.0,1.95
6519,welcome_bonus,8.0,0.11
6521,welcome_bonus,8.0,3.46
6522,cashback,5.0,0.23
6523,referral_bonus,12.0,2.15
6524,welcome_bonus,8.0,0.53
6525,referral_bonus,12.0,0.35
6528,welcome_bonus,8.0,0.49
6531,welcome_bonus,8.0,0.78
6540,welcome_bonus,8.0,1.05
6545,welcome_bonus,8.0,0.69
6550,cashback,5.0,0.81
6551,referral_bonus,12.0,2.22
6553,referral_bonus,12.0,0.43
6554,referral_bonus,12.0,0.36
6555,welcome_bonus,8.0,1.08
6556,referral_bonus,12.0,1.15
6557,welcome_bonus,8.0,0.39
6558,cashback,5.0,0.64
6559,welcome_bonus,8.0,0.19
6562,referral_bonus,12.0,1.1
6565,welcome_bonus,8.0,0.58
6570,affiliate_reward,10.0,0.45
6574,welcome_bonus,8.0,0.39
6576,referral_bonus,12.0,1.25
6577,welcome_bonus,8.0,1.45
6579,affiliate_reward,10.0,0.57
6584,welcome_bonus,8.0,0.99
6585,cashback,5.0,0.66
6587,affiliate_reward,10.0,0.76
6588,cashback,5.0,0.44
6590,cashback,5.0,0.53
6591,referral_bonus,12.0,2.31
6594,referral_bonus,12.0,0.53
6595,welcome_bonus,8.0,0.95
6596,referral_bonus,12.0,1.18
6597,welcome_bonus,8.0,0.75
6598,referral_bonus,12.0,0.37
6600,affiliate_reward,10.0,0.81
6603,referral_bonus,12.0,0.35
6605,cashback,5.0,1.06
6606,welcome_bonus,8.0,0.94
6610,cashback,5.0,0.84
6611,welcome_bonus,8.0,0.26
6612,welcome_bonus,8.0,0.87
6613,cashback,5.0,0.48
6614,cashback,5.0,0.77
6617,welcome_bonus,8.0,0.78
6618,welcome_bonus,8.0,0.61
6621,welcome_bonus,8.0,1.21
6625,welcome_bonus,8.0,0.73
6626,welcome_bonus,8.0,1.19
6630,referral_bonus,12.0,1.4
6631,welcome_bonus,8.0,0.45
6635,cashback,5.0,1.13
6638,affiliate_reward,10.0,0.63
6639,welcome_bonus,8.0,0.55
6640,referral_bonus,12.0,0.33
6642,welcome_bonus,8.0,0.86
6643,referral_bonus,12.0,1.76
6645,welcome_bonus,8.0,0.56
6646,welcome_bonus,8.0,0.85
6648,referral_bonus,12.0,1.47
6649,welcome_bonus,8.0,0.56
6650,referral_bonus,12.0,1.78
6652,referral_bonus,12.0,2.84
6653,welcome_bonus,8.0,1.22
6655,referral_bonus,12.0,0.58
6657,welcome_bonus,8.0,0.24
6662,referral_bonus,12.0,0.2
6664,cashback,5.0,0.35
6665,welcome_bonus,8.0,3.37
6668,referral_bonus,12.0,0.86
6669,referral_bonus,12.0,1.0
6670,referral_bonus,12.0,2.34
6671,welcome_bonus,8.0,0.25
6673,welcome_bonus,8.0,0.66
6674,welcome_bonus,8.0,0.71
6675,cashback,5.0,0.36
6676,welcome_bonus,8.0,1.18
6680,cashback,5.0,0.36
6681,affiliate_reward,10.0,0.46
6685,cashback,5.0,0.18
6688,referral_bonus,12.0,1.09
6693,welcome_bonus,8.0,0.8
6694,welcome_bonus,8.0,0.86
6695,affiliate_reward,10.0,1.4
6696,welcome_bonus,8.0,0.37
6698,welcome_bonus,8.0,0.22
6700,welcome_bonus,8.0,0.68
6702,welcome_bonus,8.0,0.77
6711,cashback,5.0,0.42
6713,referral_bonus,12.0,0.35
6717,welcome_bonus,8.0,0.64
6719,welcome_bonus,8.0,0.72
6720,welcome_bonus,8.0,0.64
6723,affiliate_reward,10.0,0.48
6725,welcome_bonus,8.0,0.73
6726,welcome_bonus,8.0,0.66
6728,referral_bonus,12.0,0.33
6731,welcome_bonus,8.0,1.96
6733,welcome_bonus,8.0,0.69
6734,welcome_bonus,8.0,0.59
6738,cashback,5.0,1.09
6742,affiliate_reward,10.0,0.6
6743,welcome_bonus,8.0,0.24
6745,welcome_bonus,8.0,0.36
6746,referral_bonus,12.0,0.18
6748,welcome_bonus,8.0,0.82
6749,welcome_bonus,8.0,0.61
6750,cashback,5.0,0.62
6751,referral_bonus,12.0,1.37
6754,welcome_bonus,8.0,0.43
6756,referral_bonus,12.0,0.64
6759,welcome_bonus,8.0,0.72
6760,referral_bonus,12.0,0.39
6765,referral_bonus,12.0,0.35
6766,welcome_bonus,8.0,0.28
6767,welcome_bonus,8.0,1.01
6768,cashback,5.0,0.19
